algorithm,heuristic,solution found,depth,initial_state,final_state,action_sequence,path_cost,time (ms), nodes, memory (Kb)
a_star,wrong_tiles,True,23,"(1, 6, 10, 3, 4, 2, 0, 9, 8, 7, 5, 14, 12, 13, 15, 11)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)","[U, L, D, D, R, R, D, L, U, U, R, D, L, U, L, D, R, R, U, L, U, L, L]",23,1591.3760662078857,98378,34391.898
a_star,wrong_tiles,False,None,"(0, 6, 4, 2, 9, 5, 13, 3, 8, 10, 1, 7, 11, 12, 14, 15)","None","None",None
a_star,wrong_tiles,False,None,"(0, 1, 5, 11, 8, 4, 7, 15, 13, 9, 3, 10, 12, 2, 14, 6)","None","None",None
a_star,wrong_tiles,False,None,"(15, 5, 1, 2, 8, 4, 3, 0, 6, 13, 7, 10, 9, 12, 14, 11)","None","None",None
a_star,wrong_tiles,False,None,"(4, 2, 9, 3, 8, 14, 6, 15, 7, 1, 11, 13, 10, 12, 0, 5)","None","None",None
a_star,wrong_tiles,False,None,"(4, 0, 1, 9, 10, 7, 2, 3, 11, 14, 13, 6, 5, 8, 12, 15)","None","None",None
a_star,wrong_tiles,False,None,"(4, 6, 7, 5, 9, 10, 3, 11, 8, 14, 12, 15, 2, 1, 13, 0)","None","None",None
a_star,wrong_tiles,False,None,"(0, 7, 4, 2, 6, 11, 1, 3, 10, 12, 14, 9, 5, 13, 8, 15)","None","None",None
a_star,wrong_tiles,False,None,"(4, 8, 1, 3, 9, 6, 10, 2, 5, 11, 0, 15, 13, 12, 14, 7)","None","None",None
a_star,wrong_tiles,False,None,"(4, 3, 2, 0, 6, 12, 1, 14, 9, 11, 15, 7, 5, 10, 8, 13)","None","None",None
a_star,wrong_tiles,False,None,"(1, 5, 0, 2, 10, 13, 6, 3, 4, 8, 9, 11, 14, 15, 7, 12)","None","None",None
a_star,wrong_tiles,True,31,"(1, 0, 5, 2, 9, 11, 7, 3, 6, 8, 15, 4, 10, 12, 13, 14)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)","[R, R, D, D, L, U, L, D, L, D, R, R, R, U, L, U, R, D, L, L, L, U, R, R, D, L, L, U, R, U, L]",31,71917.18816757202,3922521,1869956.252
a_star,wrong_tiles,False,None,"(1, 2, 5, 7, 10, 3, 11, 15, 4, 14, 6, 0, 9, 12, 8, 13)","None","None",None
a_star,wrong_tiles,False,None,"(5, 8, 7, 3, 2, 6, 13, 11, 4, 0, 12, 10, 9, 14, 1, 15)","None","None",None
a_star,wrong_tiles,False,None,"(4, 2, 6, 3, 8, 1, 11, 0, 12, 15, 13, 14, 5, 10, 7, 9)","None","None",None
a_star,wrong_tiles,False,None,"(5, 2, 4, 1, 9, 7, 11, 3, 0, 14, 13, 6, 8, 12, 15, 10)","None","None",None
